id,doi,title,abstract,year,month,day,source
280,10.1099/0022-1317-73-7-1717,Sequence analysis of the gene encoding the fusion glycoprotein of pneumonia virus of mice suggests possible conserved secondary structure elements in paramyxovirus fusion glycoproteins,The gene encoding the fusion (F) glycoprotein of pneumonia virus of mice consists of 1657 bases and contains an open reading frame encoding 537 amino acids which is more similar to the F proteins of pneumoviruses than to those of other paramyxoviruses. Computer-assisted sequence analyses can be combined with data on the antigenicity of various F proteins to suggest a possible arrangement of secondary structure elements common to all pneumovirus and paramyxovirus F proteins.,1992,7,1,zover
282,10.1016/j.virol.2021.06.011,"Novel Paju Apodemus paramyxovirus 1 and 2, harbored by Apodemus agrarius in the Republic of Korea","Paramyxoviruses harbored by multiple natural reservoirs pose a potential threat to public health. Jeilongvirus has been proposed as a novel paramyxovirus genus found in rodents, bats, and cats. Paramyxovirus RNA was detected in 108/824 (13.1%) Apodemus agrarius captured at 14 trapping sites in the Republic of Korea. We first present two genetically distinct novel paramyxoviruses, Paju Apodemus paramyxovirus 1 (PAPV-1) and 2 (PAPV-2). The disparity between PAPV-1 (19,716 nucleotides) and -2 (17,475 nucleotides) revealed the presence of the SH gene and length of the G gene in the genome organization. The phylogeny of PAPV-1 and -2 belonged to distinct genetic lineages of Jeilongvirus, respectively, even though these viruses were originated from A. agrarius. PAPV-1 infected human epithelial and endothelial cells, facilitating the induction of type I/III interferons, interferon-stimulated genes, and pro-inflammatory cytokines. Therefore, this study provides insights into the molecular epidemiology, genetic diversity, and virus-host interactions of novel rodent-borne paramyxoviruses.",2021,10,NA,zover
283,10.1016/j.meegid.2020.104454,Distribution and characteristics of Beilong virus among wild rodents and shrews in China,"Beilong virus (BeiV), a member of the newly recognized genus Jeilongvirus of family Paramyxoviridae, has been reported with limited geographic and host scopes, only in Hongkong, China and from two rat species. Here, by next-generation sequencing (NGS) on dominant wild small animal species in 4 provinces in China, we obtained a complete sequence of BeiV strain from Rattus norvegicus in Guangdong, neighboring HongKong, China. We then made an expanded epidemiological investigation in 11 provinces to obtain the geographic distribution and genetic features of this virus. Altogether 7168 samples from 2005 animals (1903 rodents, 100 shrews, 2 mustelidaes) that belonged to 33 species of Cricetidae, Muridae, Sciuridae and Dipodidae family of Rodentia, 3 species of Soricidae family of Soricomorpha, 2 species of Mustelidae family of Carnivora were examined by RT-PCR and sequencing. A positive rate of 3.7% (266/7168) was obtained that was detected from 22 animal species, including 5 species of Cricetidae family, 12 species of Muridae family, 2 species of Sciuridae family and 3 species of Soricidae family. Phylogenetic analyses based on 154 partial Large gene sequences grouped the current BeiV into two lineages, that were related to their geographic regions and animal hosts. Our study showed the wide distribution of BeiV in common species of wild rodents and shrews in China, highlighting the necessity of epidemiological study in wider regions.",2020,11,NA,zover
284,10.1016/j.virol.2005.10.039,"Beilong virus, a novel paramyxovirus with the largest genome of non-segmented negative-stranded RNA viruses","During a subtraction study on gene expression in human kidney mesangial cells (HMCs), cDNA clones with sequence homology to paramyxovirus P, M and F genes were isolated. Subsequent investigation revealed that this particular HMC line was infected with a previously unknown paramyxovirus. Here, we report the isolation and genome characterization of this new virus, now named Beilong virus (BeV). The genome of BeV is 19,212 nucleotides (nt) in length and is the largest among all known members of the order Mononegavirales. The BeV genome contains eight genes in the order 3'-N-P/V/C-M-F-SH-TM-G-L-5'. The SH and TM genes code for a small hydrophobic protein of 76 aa and a transmembrane protein of 254 aa, respectively. The BeV G gene, at 4527 nt, codes for an attachment protein of 734 aa and contains two additional open reading frames (ORFs) in the 3' half of the gene, coding for putative proteins of 299 and 394 aa in length. Although the exact origin of BeV is presently unknown, we provide evidence indicating that BeV was present in a rat mesangial cell line used in the same laboratory prior to the acquisition of the HMC line, suggesting a potential rodent origin for BeV.",2006,3,NA,zover
286,10.1016/j.meegid.2016.09.016,Comparative genome and evolutionary analysis of naturally occurring Beilong virus in brown and black rats,"Recently, we reported the presence of Beilong virus in spleen and kidney samples of brown rats and black rats, suggesting that these rodents could be natural reservoirs of Beilong virus. In this study, four genomes of Beilong virus from brown rats and black rats were sequenced. Similar to the Beilong virus genome sequenced from kidney mesangial cell line culture, those of J-virus from house mouse and Tailam virus from Sikkim rats, these four genomes from naturally occurring Beilong virus also contain the eight genes (3'-N-P/V/C-M-F-SH-TM-G-L-5'). In these four genomes, the attachment glycoprotein encoded by the G gene consists of 1046 amino acids; but for the original Beilong virus genome sequenced from kidney mesangial cell line, the G CDS was predicted to be prematurely terminated at position 2205 (TGGâ†’TAG), resulting in a 734-amino-acid truncated G protein. This phenomenon of a lack of nonsense mutation in naturally occurring Beilong viruses was confirmed by sequencing this region of 15 additional rodent samples. Phylogenetic analyses showed that the cell line and naturally occurring Beilong viruses were closely clustered, without separation into subgroups. In addition, these viruses were further clustered with J-virus and Tailam virus, with high bootstrap supports of >90%, forming a distinct group in Paramyxoviridae. Brown rats and black rats are natural reservoirs of Beilong virus. Our results also supports that the recently proposed genus, Jeilongvirus, should encompass Beilong virus, J-virus and Tailam virus as members.",2016,11,NA,zover
288,10.1023/a:1008130318633,NA,"We have sequenced the entire genome of a virulent field isolate of Sendai virus, the Hamamatsu strain, and compared the sequence with that of a distant related strain, the Z strain. Calculation of synonymous and non-synonymous (amino acid changing) nucleotide substitutions revealed regions where changes were permissive and non-permissive, and the experimentally determined functional region were found to be conserved, showing that important regions for function were conserved during evolution. In the cistron-overlapping regions in the P gene, one reading frame was conserved, whereas the other overlapping frame was flexible. The priority of one frame could be a strategy for evolution of an overlapping gene of RNA viruses. We found that the carboxyl two thirds of the C protein was conserved over the amino-terminal one third, possessing priority to the overlapping P polypeptide. This suggests that the carboxyl two thirds of the C protein have a functional importance. We also found a highly variable region between the L coding frame and the 5' trailer sequence. The relevance of these findings to actual viral replication should be clarified in the future.",2001,NA,NA,zover
290,10.1016/j.virol.2003.08.013,"Full-length genome sequence of Mossman virus, a novel paramyxovirus isolated from rodents in Australia","Mossman virus (MoV) was isolated on two occasions from wild rats trapped in Queensland, Australia, during the early 1970s. Together with Nariva virus and J-virus MoV belongs to a group of novel paramyxoviruses isolated from rodents during the last 40 years, none of which had been characterized at the molecular level until now. cDNA subtraction strategies used to isolate virus-specific cDNA derived from both MoV-infected cells and crude MoV pellets were pivotal steps in rapid characterization of the complete genome sequence. Analysis of the full-length genome and its encoded proteins confirmed that MoV is a novel member of the subfamily Paramyxovirinae which cannot be assigned to an existing genus. MoV appears to be more closely related to another unclassified paramyxovirus Tupaia paramyxovirus (TPMV), isolated from the tree shrew Tupaia belangeri. Together with Salem virus (SalV), a further unclassified paramyxovirus that was isolated from a horse, MoV and TPMV make up a new collection of paramyxoviruses situated evolutionally between the genus Morbillivirus and the newly established genus Henipavirus.",2003,12,NA,zover
291,10.1007/s00705-008-0287-3,"Complete genome sequence of Nariva virus, a rodent paramyxovirus","Nariva virus (NarPV) was isolated from forest rodents (Zygodontomys b. brevicauda) in eastern Trinidad in the early 1960s. Initial classification within the family Paramyxoviridae was based mainly on morphological observations including the structure of nucleocapsids and virion surface projections. Here, we report the characterization of the complete genome sequence of NarPV. The genome is 15,276 nucleotides in length, conforming to the rule-of-six, and has a genome organization typical of most members of the family, with six transcriptional units in the order 3'-N-P-M-F-H-L-5'. The gene junctions contain highly conserved gene start and stop signals and a tri-nucleotide intergenic sequence present in most members of the subfamily Paramyxovirinae. Sequence comparison studies indicate that NarPV is most closely related to Mossman virus, which was isolated from wild rats (Rattus leucopus) in Queensland, Australia, in 1970. This study confirmed the classification of NarPV as a member of the subfamily Paramyxovirinae and established the close genome organization and sequence relationship between the two rodent paramyxoviruses isolated almost a decade apart and from two locations separated by more than 15,000 km.",2008,12,23,zover
292,10.1099/0022-1317-78-12-3207,Isolation of an avirulent mutant of Sendai virus with two amino acid mutations from a highly virulent field strain through adaptation to LLC-MK2 cells.,"A field strain of Sendai virus (SeV) Ohita-M1 (M1) was isolated from an epidemic in an animal laboratory by passaging in mice. A mutant strain, Ohita-MVC11 (MVC11), was then obtained by passaging M1 in rhesus monkey (LLC-MK2) cells. MVC11 was adapted to LLC-MK2 cells and produced 20 times higher levels of infectious virus than M1. This increased production of infectious virus in LLC-MK2 cells was associated with enhanced viral gene expression. However, MVC11 could not replicate efficiently in mouse lung and was not lethal to mice even when inoculated at a titre of 8 x 10(5) cell-infecting units (CIU) per mouse. On the other hand, with an inoculum of only 4 x 10(1) CIU per mouse, corresponding to 1 LD50, M1 replicated well in mouse lung and was highly virulent to mice. Nucleotide and deduced amino acid sequence analyses of the entire genomes of M1 and MVC11 revealed that adaptation to LLC-MK2 cells and the attenuation of mouse pathogenicity of MVC11 were associated with only two amino acid substitutions; one on the C protein (Phe substituted by Ser at position 170) and the other on the RNA polymerase, the L protein (Glu substituted by Ala at position 2050).",1997,12,1,zover
293,10.3389/fmicb.2019.02696,Molecular Detection and Genetic Characterization of Novel RNA Viruses in Wild and Synanthropic Rodents and Shrews in Kenya,"The majority of emerging and reemerging zoonotic viral pathogens are RNA viruses. Pathogen discovery programs of emerging infectious diseases (EIDs) in wildlife have implicated rodents and shrews as hosts of diverse human pathogens, such as hantaviruses, arenaviruses, paramyxoviruses, etc. Despite these threats, little is known about the diversity of viruses circulating among rodents and shrews in Kenya, meaning the risk of infectious disease outbreak from these small mammals could be oblivious. This study reports the first surveillance toward understanding the diversity of RNA viruses carried by rodents and shrews in areas of high-potential contact with humans in Kenya through molecular detection. A total of 617 samples comprising fecal, urine, and tissues from 138 rodents and 5 shrews were screened for eight different families of viruses using RT-PCR assays. The results highlight the presence of diverse astroviruses, paramyxoviruses, hepeviruses, and arenavirus, circulating in both wild and synanthropic Kenyan rodents and shrews. Most of the viruses detected in this study are novel strains and some belong to the families that contain important human viral pathogens. Notably, a novel arenavirus was detected in  Grammomys macmillani , a rodent species newly identified to harbor arenavirus, and it potentially represent a novel arenavirus species. Our findings demonstrate the need for continued pathogen surveillance among these small mammals as well as among the vulnerable and exposed livestock and humans. This would help in development and implementation of effective preventive and control strategies on EIDs in countries with rich wildlife biodiversity like Kenya.",2019,11,21,zover
294,10.1016/j.vetmic.2014.02.010,"Preliminary characterisation of Pentlands paramyxovirus-1, -2 and -3, three new paramyxoviruses of rodents","A paramyxovirus was discovered by chance during the primary culture of grey squirrel (Sciurus carolinensis) kidney cells from the UK. Amplification, sequencing and phylogenetic analysis of part of the genome encoding a region of the RNA polymerase (L gene) confirmed that the virus was a member of the Paramyxovirinae subfamily, but that it did not partition with any of the currently recognised paramyxovirus genera and instead segregated with the unclassified rodent viruses, J-virus, Beilong virus and Tailam virus as well as paramyxoviruses recently detected in rodents in Africa. A subsequent examination of kidney samples from red squirrels (Sciurus vulgaris) revealed that they too harboured a paramyxovirus, but sequence analysis of the corresponding region of the L gene revealed that it was approximately 67% identical to the grey squirrel virus, suggesting the presence of a second species of virus. In addition, one of the red squirrels examined harboured a second virus with approximately 69% identity to the grey squirrel virus, but only approximately 63% identity to the other red squirrel viruses, signifying the presence of a third species of paramyxovirus. In a sample of 22 red and grey squirrels 68% of those examined were found to harbour virus suggesting that paramyxovirus infection in squirrels may be common within the UK.",2014,6,NA,zover
295,10.1038/ncomms1796,Bats host major mammalian paramyxoviruses,"The large virus family Paramyxoviridae includes some of the most significant human and livestock viruses, such as measles-, distemper-, mumps-, parainfluenza-, Newcastle disease-, respiratory syncytial virus and metapneumoviruses. Here we identify an estimated 66 new paramyxoviruses in a worldwide sample of 119 bat and rodent species (9,278 individuals). Major discoveries include evidence of an origin of Hendra- and Nipah virus in Africa, identification of a bat virus conspecific with the human mumps virus, detection of close relatives of respiratory syncytial virus, mouse pneumonia- and canine distemper virus in bats, as well as direct evidence of Sendai virus in rodents. Phylogenetic reconstruction of host associations suggests a predominance of host switches from bats to other mammals and birds. Hypothesis tests in a maximum likelihood framework permit the phylogenetic placement of bats as tentative hosts at ancestral nodes to both the major Paramyxoviridae subfamilies (Paramyxovirinae and Pneumovirinae). Future attempts to predict the emergence of novel paramyxoviruses in humans and livestock will have to rely fundamentally on these data.",2012,4,24,zover
296,10.1007/s00705-017-3639-z,"Genetic characterization of bank vole virus (BaVV), a new paramyxovirus isolated from kidneys of bank voles in Russia","A genome of bank vole virus (BaVV), isolated from kidney tissues of bank voles (Myodes glareolus) in Russia in 1973, was sequenced. The genomic organization of BaVV (3'-N-P/V/C-M-F-G-L-5', 16,992 nt in length; GenBank accession number MF943130) is most similar to that of Mossman virus (MoV) and Nariva virus (NarPV), two ungrouped paramyxoviruses isolated from rodents in Australia and Trinidad, respectively. The proteins of BaVV have the highest level of sequence identity (ranging from 23-28% for G protein to 66-73% for M protein) to proteins of MoV and NarPV. The results of genetic and phylogenetic analysis suggest that BaVV represents a new species and, together with MoV and NarPV, belongs to a new, yet not established genus of the family Paramyxoviridae.",2017,11,11,zover
297,10.1038/s41598-017-02206-0,Insight into the global evolution of Rodentia associated Morbilli-related paramyxoviruses,"One portion of the family Paramyxoviridae is a group of Unclassified Morbilli-Related Viruses (UMRV) recently recognized in wild small mammals. At a global level, the evolutionary history of these viruses is not properly understood and the relationships between UMRV and their hosts still remain largely unstudied. The present study revealed, for the first time, that Rodentia associated UMRV emerged from a common ancestor in southern Africa more than 4000 years ago. Sequenced UMRV originating from different regions in the world, clustered into four well-supported viral lineages, which suggest that strain diversification occurred during host dispersal and associated exchanges, with purifying selection pressure as the principal evolutionary force. In addition, multi-introductions on different continents and islands of Rodentia associated UMRV and spillover between rodent species, most probably Rattus rattus, were detected and indicate that these animals are implicated in the vectoring and in the worldwide emergence of this virus group. The natural history and the evolution dynamics of these zoonotic viruses, originating from and hosted by wild animals, are most likely shaped by commensalism related to human activities.",2017,5,16,zover
300,10.1016/0042-6822(92)90443-s,Budding site of sendai virus in polarized epithelial cells is one of the determinants for tropism and pathogenicity in mice,"Wild-type Sendai virus fusion (F) glycoprotein requires trypsin or a trypsin-like protease for cleavage-activation in vitro and in vivo, respectively. The virus is pneumotropic in mice and buds at the apical domain of bronchial epithelial cells. On the other hand, the F protein of the protease-activation host range mutant, F1-R, is cleaved by ubiquitous proteases present in different cell lines and in various organs of mice. F1-R causes a systemic infection in mice and the mutant buds bipolarly at the apical and basolateral domains of infected epithelial cells. The enhanced cleavability of the F protein of F1-R has been shown to be a primary determinant for pantropism. Additionally, it has been postulated that bipolar budding of F1-R is required for the systemic spread of the virus and it has been attributed to mutations in the matrix (M) protein of F1-R (Tashiro et al., Virology 184, 227-234, 1991). In this study protease-activation mutants (KD series) were isolated from wild-type virus. They were revealed to bud at the apical domain, and the F protein was cleaved by ubiquitous proteases in mouse organs. The KD mutants were exclusively pneumotropic in mice following intranasal infection, whereas they caused a generalized infection when inoculated directly into the circulatory system. Comparative nucleotide sequence analysis of the F gene of the KD mutants revealed that the deduced amino acid substitutions responsible for enhanced cleavability of the F protein occurred removed from the cleavage site. Mutations were not at all found in the M gene of the KD mutants analyzed, in support of the role of the M protein of F1-R and of a revertant T-9 derived from the latter in bipolar budding. These results suggest that bipolar budding is necessary for the systemic spread of F1-R from the lungs and that apical budding by wild-type virus and the KD mutants leads to respiratory infections. Differential budding at the primary target of infection, in addition to the cleavage-activation of the F protein in mouse organs, is therefore also a determinant for tropism and pathogenicity of Sendai virus in mice.",1992,4,NA,zover
301,10.1016/j.meegid.2016.11.014,Identification and genomic characterization of a novel rat bocavirus from brown rats in China,"Despite recent discoveries of novel animal bocaparvoviruses, current understandings on the diversity and evolution of bocaparvoviruses are still limited. We report the identification and genome characterization of a novel bocaparvovirus, rat bocaparvovirus (RBoV), in brown rats (Rattus norvegicus) in China. RBoV was detected in 11.5%, 2.4%, 16.2% and 0.3% of alimentary, respiratory, spleen and kidney samples respectively, of 636 brown rats by PCR, but not in samples of other rodent species, suggesting that brown rats are the primary reservoir of RBoV. Six RBoV genomes sequenced from three brown rats revealed the presence of three ORFs, characteristic of bocaparvoviruses. Phylogenetic analysis showed that RBoV was distantly related to other bocaparvoviruses, forming a distinct cluster within the genus, with â‰¤55.5% nucleotide identities to the genome of ungulate bocaparvovirus 3, supporting its classification as a novel bocaparvovirus species. RBoV possessed a putative second exon encoding the C-terminal region of NS1 and conserved RNA splicing signals, similar to human bocaparvoviruses and canine bocaparvovirus. In contrast to human, feline and canine bocaparvoviruses which demonstrates inter/intra-host viral diversity, partial VP1/VP2 sequences of 49 RBoV strains demonstrated little inter-host genetic diversity, suggesting a single genetic group. Although the pathogenicity of RBoV remains to be determined, its presence in different host tissues suggests wide tissue tropism. RBoV represents the first bocaparvovirus in rodents with genome sequenced, which extends our knowledge on the host range of bocaparvoviruses. Further studies are required to better understand the epidemiology, genetic diversity and pathogenicity of bocaparvoviruses in different rodent populations.",2017,1,NA,zover
302,10.1007/s11262-015-1262-1,Bufavirus Protoparvovirus in feces of wild rats in China,"Bufavirus (BuV) was first discovered from feces of children with acute diarrhea. It was subsequently detected from several animal species including shrews, bats, and nonhuman primates. In this study, we identified a novel Protoparvovirus, designated RatBuV, from the intestinal contents of wild rats using viral metagenomics. The near complete genome was 4643 nt encoding NS1, VP1, and VP2 proteins. Phylogenetic analysis over the complete genome showed that RatBuV clustered with Mpulungu BuV from shrews. Sequence analysis indicated that the putative protein sequences of NS1, VP1, and VP2 of RatBuV shared identities of 50.6-77.2, 48.3-77.3, and 47.1-78.3 %, respectively, with those of human BuVs, MpBuV, and WUHARV parvovirus, suggesting RatBuV belongs to a new species of Protoparvovirus. Our epidemiologic study indicated that the prevalence rate of RatBuV in the cohort of 40 wild rats is 12.5 % (5/40), which is higher than that of BuV in humans in a previous study.",2015,11,24,zover
303,10.1186/s12985-016-0589-0,A novel rodent Chapparvovirus in feces of wild rats,"Chapparvovirus, a recently determined new genus in the family Parvoviridae, can infect many species of animals including bats, chickens, and pigs. Here, using viral metagenomics method, we identified a novel Chapparvovirus from feces of wild rats and designated it as rat parvovirus 2 (RPV2). The nearly complete genome of RPV2 is 4222-nt long and includes two ORFs encoding a 654-aa nonstructural protein 1 (NS1) and a 472-aa capsid protein (VP), respectively. Phylogenetic analysis over the amino acid sequence of the NS1 showed that RPV2 clustered with Eidolon helvum parvovirus 2 (EHPV2), porcine parvovirus 7 (PPV7), and turkey parvovirus 1 (TP1), forming a separate clade. Sequence analysis indicated that the NS1 protein of RPV2 shared the highest amino acid sequence identity (51Â %) with that of EHPV2. According to the genetic distance-based criteria, RPV2 identified here belongs to a novel species of Chapparvovirus.",2016,7,29,zover
304,10.1016/j.virol.2006.05.023,Adeno-associated virus (AAV) capsid genes isolated from rat and mouse liver genomic DNA define two new AAV species distantly related to AAV-5,"Using polymerase chain reactions and genome walking strategies, adeno-associated virus (AAV)-like capsid genes were isolated from rat and mouse liver genomic DNA, where they are present at <5 copies per cell. These genes define two new species of AAVs since their amino acid sequences are <60% identical to each other or to any other AAV capsid. They are most similar to the AAV-5 and goat AAV capsids. A recombinant vector with the mouse AAV capsid and a lacZ transgene (rAAV-mo.1 lacZ) was able to transduce rodent cell lines in vitro. However, it was not able to transduce eight human cell lines or primary human fibroblasts in vitro. It did not bind heparin and its ability to transduce cells in vitro was not inhibited by heparin, mucin, or sialic acid suggesting it uses a novel entry receptor. rAAV-mo.1 lacZ was 29 times more resistant to in vitro neutralization by pooled, purified human IgG than AAV-2. In vivo, rAAV-mo.1 lacZ efficiently transduced murine ocular cells after a subretinal injection. Intramuscular injection of a rAAV-mo.1 human factor IX (hFIX) vector into mice resulted in no detectable hFIX in plasma, but intravenous injection resulted in high plasma levels of hFIX, equivalent to that obtained from a rAAV-8 hFIX vector. Biodistribution analysis showed that rAAV-mo.1 primarily transduced liver after an intravenous injection. These AAV capsids may be useful for gene transfer in rodents.",2006,9,NA,zover
305,10.1371/journal.pone.0015113,Chipmunk Parvovirus Is Distinct from Members in the Genus Erythrovirus of the Family Parvoviridae,"The transcription profile of chipmunk parvovirus (ChpPV), a tentative member of the genus Erythrovirus in the subfamily Parvovirinae of the family Parvoviridae, was characterized by transfecting a nearly full-length genome. We found that it is unique from the profiles of human parvovirus B19 and simian parvovirus, the members in the genus Erythrovirus so far characterized, in that the small RNA transcripts were not processed for encoding small non-structural proteins. However, like the large non-structural protein NS1 of the human parvovirus B19, the ChpPV NS1 is a potent inducer of apoptosis. Further phylogenetic analysis of ChpPV with other parvoviruses in the subfamily Parvovirinae indicates that ChpPV is distinct from the members in genus Erythrovirus. Thus, we conclude that ChpPV may represent a new genus in the family Parvoviridae.",2010,12,3,zover
306,10.1006/viro.1998.9518,A Novel Parvovirus Isolated from Manchurian Chipmunks,"A novel parvovirus was identified in Manchurian chipmunks inhabiting Korea. Hepatitis B surface antigen (HBsAg) was detected in sera from 4 animals among 62 apparently healthy chipmunks. Electron microscopic examination of the HBsAg-positive sera revealed virus-like spherical particles 20-22 nm in diameter. Extraction of nucleic acid under annealing conditions from the serum samples containing virus-like particles yielded a single species of DNA molecule with the electrophoretic mobility of 5.6-kb double-stranded DNA. Four overlapping clones that encompassed almost the full-length viral genome, except both ends, were obtained. By sequencing these clones, we determined the sequence of 5097 nucleotides of the viral DNA. Two open reading frames were identified, with the left side open reading frame encoding a putative nonstructural protein and the right side open reading frame encoding a putative capsid protein. The nucleotide and amino acid sequences showed significant homology to parvovirus B19 and simian parvovirus, but showed little homology to other mammalian autonomous parvoviruses or adeno-associated viruses. These observations indicate that the virus isolated from Manchurian chipmunks is a novel parvovirus and may be a potentially useful animal model of human B19 infection as a new member of the Erythrovirus genus of the Parvoviridae.",1999,1,NA,zover
307,10.1038/s41426-018-0109-y,Swine influenza viruses in Northern Vietnam in 2013–2014,"Swine are an important intermediate host for emergence of pandemic influenza. Vietnam is the largest swine producer in South East Asia. Systematic virological and serological surveillance of swine influenza viruses was carried out in Northern Vietnam from May 2013 to June 2014 with monthly sampling of pigs in local and large collective slaughterhouses and in a live pig market. Influenza A seroprevalence in the local slaughterhouses and in the large collective slaughterhouse was 48.7% and 29.1%, respectively. Seventy-seven influenza A viruses were isolated, all from the large collective slaughterhouse. Genetic analysis revealed six virus genotypes including H1N1 2009 pandemic (H1N1pdm09) viruses, H1N2 with H1 of human origin, H3N2 and H1N1pdm09 reassortants, and triple-reassortant H3N2 viruses. Phylogenetic analysis of swine and human H1N1pdm09 viruses showed evidence of repeated spill-over from humans to swine rather than the establishment of H1N1pdm09 as long-term distinct lineage in swine. Surveillance at the large collective slaughterhouse proved to be the most efficient, cost-effective, and sustainable method of surveillance for swine influenza viruses in Vietnam.",2018,7,2,zover
308,10.1159/000493799,A Molecular Epidemiological Investigation of Carriage of the Adeno-Associated Virus in Murine Rodents and House Shrews in China,To investigate the prevalence of the adeno-associated virus (AAV) in murine rodents and house shrews in 4 provinces of China.,2018,11,7,zover
309,10.1099/0022-1317-77-5-899,Molecular characterization of newly recognized rodent parvoviruses,"Several autonomous rodent parvoviruses distinct from the prototypic rodent parvoviruses have been isolated. These include variants of a mouse parvovirus (MPV), a hamster isolate designated hamster parvovirus (HaPV), and a variant strain of minute virus of mice (MVM) designated MVM-Cutter or MVM(c). In this study, the DNA sequence of the coding regions of the viral genome and the predicted protein sequences for each of these new isolates were determined and compared to the immunosuppressive and prototypic strains of MVM [MVM(i) and MVM(p)], the rodent parvovirus H-1, and LuIII, an autonomous parvovirus of uncertain host origin. Sequence comparisons showed that the MPV isolates were almost identical, HaPV was very similar to MPV, and MVM(c) was most similar to MVM(i) and MVM(p). Haemagglutination inhibition assays revealed that MPV and HaPV represent two serotypes distinct from previously characterized rodent parvovirus serotypes while MVM(c) belongs to the MVM serotype. Each of the newly isolated rodent parvoviruses was shown to encapsidate a predominantly negative-sense 5 kb DNA genome and to encode two nonstructural proteins (NS1 and NS2) and two structural viral proteins (VP1 and VP2). These studies indicate that MPV and HaPV are autonomous parvoviruses distinct from previously characterized parvoviruses and MVM(c) is a variant strain of MVM distinct from MVM(i) and MVM(p).",1996,5,1,zover
310,10.1007/s11427-017-9231-4,Two novel bocaparvovirus species identified in wild Himalayan marmots,"Bocaparvovirus (BOV) is a genetically diverse group of DNA viruses and a possible cause of respiratory, enteric, and neurological diseases in humans and animals. Here, two highly divergent BOVs (tentatively named as Himalayan marmot BOV, HMBOV1 and HMBOV2) were identified in the livers and feces of wild Himalayan marmots in China, by viral metagenomic analysis. Five of 300 liver samples from Himalayan marmots were positive for HMBOV1 and five of 99 fecal samples from these animals for HMBOV2. Their nearly complete genome sequences are 4,672 and 4,887 nucleotides long, respectively, with a standard genomic organization and containing protein-coding motifs typical for BOVs. Based on their NS1, NP1, and VP1, HMBOV1 and HMBOV2 are most closely related to porcine BOV SX/1-2 (approximately 77.0%/50.0%, 50.0%/53.0%, and 79.0%/54.0% amino acid identity, respectively). Phylogenetic analysis of these three proteins showed that HMBOV1 and HMBOV2 formed two distinctly independent branches in BOVs. According to these results, HMBOV1 and HMBOV2 are two different novel species in the Bocaparvovirus genus. Their identification expands our knowledge of the genetic diversity and evolution of BOVs. Further studies are needed to investigate their potential pathogenicity and their impact on Himalayan marmots and humans.",2017,12,5,zover
311,10.1006/viro.1993.1040,The Complete Nucleotide Sequence of Parvovirus LuIII and Localization of a Unique Sequence Possibly Responsible for Its Encapsidation Pattern,"Parvovirus LuIII encapsidates single-stranded DNA of either plus or minus polarity with equal frequency, whereas the rodent parvoviruses MVMp and H-1 encapsidate minus strand DNA only. A full-length, infectious clone of LuIII was constructed and the complete nucleotide sequence of the genome was determined. Comparison of the LuIII sequence with those of MVMp and H-1 revealed that these viruses are virtually identical with respect to the genomic organization, location of regulatory signals, mRNA splicing patterns, and amino acid sequences of viral proteins. However, two regions of the LuIII sequence differ significantly from those of the rodent parvoviruses. At mu 92, LuIII has only one copy of a sequence found as a direct repeat in MVMp and H-1. Upstream of this sequence, at mu 89, there is an A-T-rich region, 47 nucleotides in length, unique to the LuIII genome. This A-T-rich region could represent a signal responsible for the totally different encapsidation patterns observed for these viruses.",1993,1,NA,zover
316,10.1007/s00705-020-04613-7,"Identification of a novel bocaparvovirus in a wild squirrel in Kunming, Yunnan Province, China","In December 2017, a squirrel (Callosciurus phayrei) died 2Â days after capture in Kunming, and its intestinal tract, heart, liver, spleen, lung, and kidney were subjected to metagenomics analysis. Reassembly and verification by reverse transcription PCR of contigs generated by next-generation sequencing yielded a 5176-nt sequence, which was designated ""squirrel bocaparvovirus"" (SQBOV). Phylogenetic trees based on the aa sequences of NS1, NP1, and VP1 showed that SQBOV formed an independent branch in the bocaparvovirus phylogenetic tree. The amino acid sequence identity of the NS1 of SQBOV to those of other bocaparvoviruses was below the threshold of 85% that is used to demarcate species within the genus, indicating that it should be considered a member of a new bocaparvovirus species. To our knowledge, this is the first report of a bocaparvovirus in squirrels. Our findings will enable further studies of viral diversity in rodents and of the genetic diversity and host range of bocaparvoviruses.",2020,5,9,zover
