doi,search_abstract,class,nchar_abstract
10.5296/ijl.v8i4.9639,p class 1 span lang en gb discursive construction of staff identities at universities websites is deliberately created to categorically identify the staff according to their positions the constructions of these identities are normally implicit in nature the study attempts to identify the power relations with regard to the we and i dichotomy in discourse from a critical discourse analysis cda perspective in addition corpus techniques also aided this study to find the collocates of these two pronouns transitivity analysis was conducted to categorise processes associated with each pronoun so the processes associated with each pronoun are a way of identifying the role played at the institution level the focus was on specific personal pronouns we and i for their use mainly as inclusive and exclusive strategies the data was collected from international universities websites the text was selected from the welcome note letter by rectors vice rectors chancellors vice chancellors and presidents the universities selected for this study are from various geographical areas namely universiti science malaysia usm in malaysia yarmouk university yu in jordan and university of birmingham ub in the united kingdom the analysis indicates that the use of the pronouns has a social and administrative hierarchical significance the social actors are represented according to the specified role to play in their respective institutions span p,unknown,1437
10.1115/1.4033398,as a nongreenhouse gas emitting source the benefits of nuclear as a main power generation alternative are yet to be fully explored part of the reason is due to the significant implementation costs however with cycle efficiencies of 45 50 in current studies it can be argued that the long term benefits outweigh the initial costs if developed under the generation iv gen iv framework the main objective of this study is to analyze the effects of pressure and temperature ratios trs including sensitivity analyses of component efficiencies ambient temperature component losses and pressure losses on cycle efficiency and specific work the results obtained indicate that pressure losses and recuperator effectiveness have the greatest impact on cycle efficiency and specific work the analyses intend to aid development of the simple cycle recuperated scr and intercooled cycle recuperated icr cycles applicable to gas cooled fast reactors gfrs and very high temperature reactors vhtrs in which helium is the coolant,unknown,1012
10.3390/w13141986,the transition of the freeze thaw state of the land surface soil occurs every year with the season and is closely related to the human living environment the freezing and thawing changes of the ground surface have important effects on hydrological activities meteorological conditions and ecological gas dynamics traditional monitoring methods have their limitations in the past two decades the emerging gnss r ir global navigation satellite system reflectometry interference reflectometry technology has provided a new method for monitoring the surface f state however fewer works have paid attention to the scattering mechanism models in the current study in this paper a forward gnss multipath model suitable for a complex cold surface is developed the dielectric constant model with different surface parameters is added the calculation of snow layer attenuation is employed to take the snow cover into consideration based on the first order radiation transfer equation model a polarization synthesis method is used to obtain the circularly and linearly polarized vegetation specular scattering characteristics the surface characteristics and antenna model are coupled a more detailed forward gnss multipath model of frozen and thawed soil under complex surface conditions is established the model is used to simulate and analyze the forward gnss multipath signal to noise ratio snr phase and pseudorange responses of frozen and thawed soil under complex surface conditions soil salinity snow and vegetation coverage studies have shown that when the soil changes from freezing to thawing due to the change in the phase of the water in the soil the dielectric constant and brcs bi static radar cross section increase causing the increase in the amplitude of the multipath observation the higher the salinity content the larger the amplitude of the multipath observation the attenuation of the snow cover and the vegetation layer will lead to the reduction of the multipath observation amplitude for the first time the model developed by this paper reveals the gnss multipath observation response of frozen and thawed soil under complex surface conditions in detail which can provide some theoretical support for subsequent experimental design and data analysis,unknown,2263
10.12737/1008484,the textbook covers the problems of age related development of a child from a preschool child to a teenager special attention is paid to the problem of the integrity of the child s intellectual and personal development as well as the value of each of the age stages the problem of minimizing the risks of school failure of a child as well as the risks of maladaptation of behavior in adolescence is considered special attention is paid to the problems and risks of virtual communication among teenagers recommendations are given for taking into account the individual characteristics of children and adolescents in learning and development meets the requirements of federal state educational standards of higher education of the latest generation for students and postgraduates of higher educational institutions of pedagogical profile teachers and parents,unknown,856
10.1136/bcr-2020-234828,cardiac papillary fibroelastoma is a benign neoplasm that arises in the endocardium it commonly presents as an incidental finding on transthoracic echocardiography or as emboli to the coronary cerebral or pulmonary vasculature clinical manifestations described in the literature have generally been related to a sequelae of the associated embolic phenomenon of these lesions valve regurgitation is less common with papillary fibroelastoma and when found it is not known to cause severe regurgitation requiring valve replacement we report a case of papillary fibroelastoma in a patient with severe mitral and aortic valve regurgitation in association with mobile masses requiring double valve replacement this patient managed initially as infective endocarditis with severe double valve regurgitation was found to have valvular masses concernng for papillary fibroelastoma and subsequently confirmed on pathology,unknown,911
10.1200/jco.2009.27.15_suppl.e20707,e20707background although the risk of allergy and atopy in cancer patients has been studied in various prospective studies previously no significant association was found between leukemia breast colorectal lung cancers and allergic disorders or atopy our purpose in this study was to investigate the prevalance of chronic urticeria and angioedema in breast and lung carcinoma of adults in mediterrianean coast of turkey antalya methods 86 breast and 62 lung carcinoma patients that had diagnosed and underwent chemotherapy in akdeniz university oncology clinic were studied blood eosinophil total ige ana c3 c4 hepatitis markers and autologous skin test were examined in the cases with probable chronic autoimmune urticeria angioedema the data were statistically assessed with spss version 13 00 results overall 148 patients were included median age was 62 4 14 6 years 60 1 of the patients were women 47 2 of which is not working 55 6 of the patients are living in apartments in general 5 4 8 case of the investigated population were diagnosed as autoimmun urticeria seven of the 8 of these were breast carcinoma cases 7 out of 86 breast ca in contrast only one of them was lung carcinoma 1 out of 62 lung ca total ige level was 122 21 4 none of the cases with positive autologous skin test has ana positivity similarly these cases were also hbv and hcv seronegative accompanying angioedema was present 3 cases with no drug or food history one case has a hashimato tiroiditis who underwent lt4 replacement another patient with autoimmun urticeria has allergical asthma together with 5 cases of allergical rhinitis and conjunctivitis conclusions in this study the frequency of autoimmune urticeria is much higher in breast carcinoma cases compared to patients with lung carcinoma further researchs are needed to verify these results and to determine why such association exist no significant financial relationships to disclose,unknown,1927
10.1177/0010836716671758,this study uses qualitative data on the trajectories of french military officers to provide preliminary hypotheses on the internationalisation of military careers and the dynamics of international military socialisation it is divided into three sections the first section provides an overview of the structure of the french armed forces and gives details on the biographical qualitative methods used throughout the article the second and third sections describe the types of internationalisation that occur during the first and second phases of military careers respectively the article mainly contends that french officers are unprepared for the type of internationalisation they experience in the framework of european security institutions in spite of prior experiences of international contexts they are forced to learn most of their work on the job and to improvise in their handling of international interactions and negotiations these findings are shown to have implications for debates in the sociology of professions and the study of european security integration,unknown,1072
10.2174/1871520620666200516151456,background although mycophenolic acid mpa is applied as prodrugs in clinic as an immunosuppressant it also possesses anticancer activity mpa acts as inosine 5 monophosphate dehydrogenase impdh inhibitor where the carboxylic group at the end of the side chain interacts with ser 276 of the enzyme via hydrogen bonds therefore mpa derivatives with other polar groups indicated high inhibition too on the other hand potent anticancer agents like dacarbazine and cisplatin give numerous side effects objective based on the literature data mpa derivatives should be explored towards anticancer properties conversion of the carboxylic group of mpa to amide could maintain antiproliferative activity therefore we decided to investigate several amino acid and peptide derivatives of mpa against chosen cancer cell lines in vitro methods amides of mpa hold threonine and arginine amino acid unit these amino acid derivatives were tested as l and d enantiomers and both in free acid and methyl esters forms additionally mpa was modified with tuftsin or retro tuftsin as biologically active peptides which could act as a drug carrier results amino acid and peptide derivatives of mpa were investigated in vitro as potential anticancer agents on cell lines ab melanoma a375 melanoma and shsy5y neuroblastoma the activity of the tested compounds was compared to parent mpa and known chemotherapeutics dacarbazine and cisplatin conclusion amino acid moiety and the sequence of amino acids in the peptide part influenced observed activity the most active amino acid mpa analogues occurred to be d and l threonine derivatives as methyl esters probably due to better cell membrane penetration,unknown,1675
10.1177/0954406219849445,this paper proposes the control design for the wheeled mobile robot in the presence of external disturbances parametric uncertainties together with input saturation integrating the extended state observer technique a practical method named sliding mode control is designed to force the state variables to attain the stable equilibrium with the help of extended state observer by compensating uncertainty and disturbance called lumped uncertainty to handle the shortcoming of undesired chattering and the difficulty of choosing the control gain sliding mode control with adaptive mechanism is applied which has the ability to automatically adjust the control gain and can even work well without a requirement of knowing the upper bound on lumped uncertainty subsequently an auxiliary system is further developed to cope with input saturation problem in addition the stability analysis of the closed loop system is rigorously proved via lyapunov theorem manifesting that the proposed controller can guarantee the ultimate boundedness of all signals in the overall system and make tracking errors converge to an arbitrarily small neighborhood around zero by selecting appropriate control parameters finally simulation results are intuitively carried out to demonstrate the feasibility of the introduced adaptive composite controller,unknown,1329
10.1210/en.2004-0977,although it has been previously demonstrated that administration of anti vascular endothelial growth factor vegf receptor 2 antibodies to hypophysectomized hx mice during gonadotropin stimulated folliculogenesis and luteogenesis inhibits angiogenesis in the developing follicle and corpus luteum cl it is unclear which of the many components of vegf inhibition are important for the inhibitory effects on ovarian angiogenesis to examine whether ovarian angiogenesis can be more specifically targeted we administered an antibody to ve cadherin ve c an interendothelial adhesion molecule to hx mice during gonadotropin stimulation in tumor models and in vivo and in vitro assays the anti ve c antibody e4g10 has been shown to specifically inhibit angiogenesis but ve c has yet to be inhibited in the context of ovarian angiogenesis in addition to studying the effect on neovascularization in the follicular and luteal phases we also examined the effect of e4g10 on established vessels of the cl of pregnancy the results demonstrate that e4g10 specifically blocks neovascularization in the follicular and luteal phases causing an inhibition of preovulatory follicle and cl development a decrease in the vascular area and an inhibition of function demonstrated by reduced hormone levels however when administered during pregnancy unlike anti vegf receptor 2 antibody e4g10 is unable to cause disruption of the established vessels of the mature cl these data demonstrate that e4g10 causes a specific inhibition of neovascularization in the ovary without destabilizing preexisting vasculature,unknown,1586
10.9734/ajess/2021/v17i430425,the development of mathematical skills especially those specific to geometry for the primary cycle is a triple challenge in the current context of education in romania the first of the challenges is given by the fact that classical education but also the online one has become an activity still unstructured concerning movements decisions and political pressures implicitly with the changes that occurred in the ministerial apparatus the second challenge is given by the methodological changes and of the school curriculum which comes as a completion of the first challenge being felt even in the teaching learning evaluation specific to geometry the third challenge is given by the weight that teachers face in making geometry a discipline that appeals to students attractive in this sense the challenge for us is to show that this triple barrier can be overcome as such the present study proposes a mixed method of presenting the geometric contents in the classroom for the preparatory group class i and ii through the prism of the instruments offered by the romanian thematic philately the results of the study are presented in the form of worksheets of which we present only fragments to summarize the possibilities arising from the association of thematic philately with notions of geometry,unknown,1295
10.1177/1098612x18801032,objectivesthe aim of this study was to evaluate the outcome of cats with intracranial tumours presenting with neurological signs treated with radiation therapy methods this study comprised a retrospective multicentre case series medical records of a total of 22 cats with intracranial space occupying lesions presenting with neurological signs and or epileptic seizures and treated with external beam radiation therapy were reviewed in the treated cats patient tumour and treatment related variables were investigated including age sex tumour location tumour volume total radiation dose equivalent dose in 2 gy fractions eqd 2 corticosteroid dose overall treatment time and institution for influence on local tumour control and survival resultsbased on advanced imaging characteristics the 22 treated cats presented with meningioma n 11 pituitary tumour n 8 choroid plexus tumour n 2 or glioma n 1 allocated to the neuraxis 11 lesions were extra axial three were intra axial and eight were located in the pituitary region at diagnosis 21 cats exhibited altered neurological status one cat presented with epileptic seizures and another cat had both seizures and altered neurological status the mean total physical dose of radiation was 41 63 gy 4 33 range 24 45 gy in all but one cat 95 5 neurological signs improved after radiation therapy the median progression free survival was 510 days 95 confidence interval ci 51 969 the proportion free of progression at 1 year was 55 7 95 ci 33 78 fourteen cats died only in five cases was death related to the intracranial tumour and eight cats were still alive or lost to follow up the median overall survival time was 515 days 95 ci 66 964 none of the tested variables influenced outcome conclusions and relevanceradiation therapy seems to represent a viable treatment option in cats with intracranial tumours relieving neurological signs and improving local tumour control radiation therapy may be considered for cats with tumours in complicated inoperable localisations or for cases with a high peri and postoperative risk,unknown,2068
10.5194/acp-13-2471-2013,abstract we examine the climate effects of the emissions of near term climate forcers ntcfs from 4 continental regions east asia europe north america and south asia using results from the task force on hemispheric transport of air pollution source receptor global chemical transport model simulations we address 3 aerosol species sulphate particulate organic matter and black carbon and 4 ozone precursors methane reactive nitrogen oxides nox volatile organic compounds and carbon monoxide we calculate the global climate metrics global warming potentials gwps and global temperature change potentials gtps for the aerosols these metrics are simply time dependent scalings of the equilibrium radiative forcings the gtps decrease more rapidly with time than the gwps the aerosol forcings and hence climate metrics have only a modest dependence on emission region the metrics for ozone precursors include the effects on the methane lifetime the impacts via methane are particularly important for the 20 yr gtps emissions of nox and vocs from south asia have gwps and gtps of higher magnitude than from the other northern hemisphere regions the analysis is further extended by examining the temperature change impacts in 4 latitude bands and calculating absolute regional temperature change potentials artps the latitudinal pattern of the temperature response does not directly follow the pattern of the diagnosed radiative forcing we find that temperatures in the arctic latitudes appear to be particularly sensitive to bc emissions from south asia the northern mid latitude temperature response to northern mid latitude emissions is approximately twice as large as the global average response for aerosol emission and about 20 30 larger than the global average for methane voc and co emissions,unknown,1792
10.1139/w08-070,pestalotiopsis species were most dominant endophytic species isolated from four medicinal plants including terminalia arjuna terminalia chebula azadirachta indica and holarrhena antidysenterica thirty pestalotiopsis species isolated from different parts of the medicinal plants were selected for the study the antioxidant and antihypertensive properties of pestalotiopsis isolates were determined by measuring 1 1 diphenyl 2 picrylhydrazyl inhibitory activity lipid peroxidation and angiotensin converting enzyme inhibition activity pestalotiopsis isolates of t arjuna origin exhibited maximum radical scavenging activity compared with the others the ic 50 values of pestalotiopsis extracts for 1 1 diphenyl 2 picrylhydrazyl scavenging activity ranged from 14 to 27 μg ml compared with 15 and 6 μg ml for butylated hydroxytoluene and ascorbic acid respectively the dna damage study was also done for three isolates tc 315 ta 37 and ta 60 ta 37 gave 80 protection the ic 50 values of pestalotiopsis extracts for lipid peroxidation ranged between 30 and 35 5 μg ml while for the positive control butylated hydroxytoluene it was 26 μg ml out of 32 fungal extracts screened for antihypertensive assay five ta 37 ta 60 ta 102 ta 103 and tc 320 showed 60 inhibition of angiotensin converting enzyme the ic 50 values for five extracts ranged from 21 to 37 μg ml and was 20 μg ml for captopril used as a positive control the antibacterial activity was measured by the microplate based turbidity measurement method four pestalotiopsis extracts ta 04 ta 37 ta 60 and ta 102 showed 75 inhibition against five bacterial strains including bacillus subtilis escherichia coli pseudomonas fluorescens xanthomonas axonopodis pv malvacearum and staphylococcus aureus the antioxidant antibacterial and antihypertensive activities demonstrated the potential of pestalotiopsis extracts as therapeutic targets,unknown,1887
10.1017/s1754470x18000193,abstractthe relationship between trauma and psychosis is well established with a large amount of overlap between the icd dsm international classification of diseases diagnostic and statistical manual of mental disorders diagnostic criteria for post traumatic stress disorder ptsd and psychosis and or schizophrenia in spite of co morbidity and evidence of the links and underlying mechanisms trauma is rarely a focus of intervention in psychosis psychosis has often been on the list of exclusion criteria for ptsd research studies there is a lack of literature on the impact of trauma work with people experiencing psychosis the national institute for health and care excellence nice 2014 suggests that early intervention in psychosis eip service users should be assessed for ptsd and ptsd guidelines nice 2005 followed for those who show signs of post traumatic stress there is a need to evaluate the effectiveness of therapeutic approaches for people with ptsd and co morbid psychosis these case studies aim to provide initial evidence of how two eip clients experienced and responded to nice recommended psychological therapy for trauma this study aims to test the feasibility of trauma work delivered via a phasic approach in a novel population two eip clients received psychological therapy including trauma focused cognitive behavioural therapy cbt and eye movement desensitization and reprocessing emdr for identified traumatic experiences assessment outcome measures were utilized to establish the effectiveness of the interventions both clients reported significant improvements following therapy including reduced trauma related distress reduced distress from symptoms of psychosis and improved quality of life clients with co morbid ptsd and symptoms of psychosis are likely to benefit from recommended psychological treatments for ptsd further research is required to address generalizability to a larger population,unknown,1927
10.3389/fpsyt.2022.829128,patients suffering from fabry disease fd have an increased risk of developing neuropsychiatric symptoms nps mostly impairment in cognitive performance and depression single cases of psychosis have been reported however their association with fd can be coincidental furthermore deficits in social functioning and adaptation as well as specific coping styles in fd patients were observed recent studies focused on a longitudinal course of the disease and identified risk factors associated with specific nps since 2001 enzyme replacement therapy ert has been available and in preliminary studies seems to improve cognitive impairment and adaptive skills in this systematic review we analyze the available literature on the nps in fd and investigate if there are any differences in their distribution between males and females children adolescents and adults and individuals treated with ert and untreated we discuss the role of the psychological environmental and molecular alterations and their correlation to psychiatric manifestations in fd finally we would like to increase awareness of the spectrum of nps in fd,unknown,1114
10.2337/diab.39.5.608,after induction of diabetes with streptozocin stz d in rats we measured vasoactive intestinal polypeptide vip content in sciatic nerve and spinal cord obtained from nondiabetic untreated stz d and insulin treated stz d rats eight weeks after the onset of diabetes caudal nerve conduction velocity ncv in the untreated stz d rats n 13 was slower than in the controls n 11 mean se 30 9 0 6 vs 41 4 1 8 m s p lt 0 001 the decrease in ncv was less marked in the insulin treated stz d rats n 11 36 3 0 9 m s p lt 0 05 vs control vip content in sciatic nerve decreased in the untreated stz d rats 1 33 0 23 ng g wet wt compared with the other groups control 3 10 0 44 p lt 0 01 insulin treated stz d 2 44 0 55 p lt 0 05 however in spinal cord vip content was not significantly different among the three groups the vip levels in sciatic nerve showed a positive correlation with ncv r 0 430 p lt 0 01 in addition an inverse correlation between vip levels and blood glucose levels was observed r 0 5624 p lt 0 001 ncv was also inversely correlated with blood glucose levels r 0 7662 p lt 0 001 together with a previous morphological study these findings suggest a possible causal relationship between reduced vip content and diabetic neuropathy,unknown,1235
10.13102/semic.v0i20.3595,foi realizado o estudos dos coeficientes de extinção atmosférica em ubvri do brilho do céu em todas as fases lunar e análise estatística das medidas fotométricas o estudo foi baseado em fotometria psf point spread function ou função de dispersão pontual de estrelas padrões espectrofotométricas em diferentes massas de ar realizadas com o telescópio meade lx200 de 25 4 cm do oaa observatório astronômico antares,unknown,412
10.29244/mikm.12.2.137-144,the development of tourism sector in this era of globalization requires each business actor in this sector to continue development business including lokawisata baturaden which is one of the natural tourist attractions located in central java therefore it is necessary to design the right business model so that lokawisata baturaden can understand how to run management activities effectively and efficiently the objective of this study was to design a future business model of lokawisata baturaden as a developed tourism recreation the analytical method utilized in the study was business model canvas bmc with swot and blue ocean strategy the results showed that created of new value proposition for future business model design in the form of educational entertainment programs for children and families in lokawisata baturaden affected every element of the business model canvas such as the addition in terms of key resources owned key activities undertaken cooperation partners and income streams who signed in the cost structure incurred addition and reduction of costs in terms of promotional activities costumer segment the main focus is family children and students,unknown,1174
10.2196/19099,backgroundmobile health mhealth apps are increasingly used postoperatively to monitor educate and rehabilitate the usability of mhealth apps is critical to their implementation objectivethis systematic review evaluates the 1 methodology of usability analyses 2 domains of usability being assessed and 3 results of usability analyses methodsthe a measurement tool to assess systematic reviews checklist was consulted the preferred reporting items for systematic reviews and meta analyses reporting guideline was adhered to screening was undertaken by 2 independent reviewers all included studies were assessed for risk of bias domains of usability were compared with the gold standard mhealth app usability questionnaire mauq resultsa total of 33 of 720 identified studies were included for data extraction of the 5 included randomized controlled trials rcts usability was never the primary end point methodology of usability analyses included interview 10 33 self created questionnaire 18 33 and validated questionnaire 9 33 of the 3 domains of usability proposed in the mauq satisfaction was assessed in 28 of the 33 studies system information arrangement was assessed in 11 of the 33 studies and usefulness was assessed in 18 of the 33 studies usability of mhealth apps was above industry average with median system usability scale scores ranging from 76 to 95 out of 100 conclusionscurrent analyses of mhealth app usability are substandard rcts are rare and validated questionnaires are infrequently consulted of the 3 domains of usability only satisfaction is regularly assessed there is significant bias throughout the literature particularly with regards to conflicts of interest future studies should adhere to the mauq to assess usability and improve the utility of mhealth apps,unknown,1786
10.1155/s0161171287000656,a sextuple product identity which essentially results from squaring the classical gauss jacobi triple product identity is used to derive two trigonometrical identities several special cases of these identities are then presented and discussed,unknown,242
10.1123/jab.21.1.72,this study estimated the passive ankle joint moment during standing and walking initiation and its contribution to total ankle joint moment during that time the decrement of passive joint moment due to muscle fascicle shortening upon contraction was taken into account muscle fascicle length in the medial gastrocnemius which was assumed to represent muscle fascicle length in plantarflexors was measured using ultrasonography during standing walking initiation and cyclical slow passive ankle joint motion total ankle joint moment during standing and walking initiation was calculated from ground reaction forces and joint kinematics passive ankle joint moment during the cyclical ankle joint motion was measured via a dynamometer passive ankle joint moment during standing and at the time tp when the mg muscle tendon complex length was longest in the stance phase during walking initiation were 2 3 and 5 4 nm respectively the muscle fascicle shortened by 2 9 mm during standing compared with the length at rest which decreased the contribution of passive joint moment from 19 9 to 17 4 the muscle fascicle shortened by 4 3 mm at tp compared with the length at rest which decreased the contribution of passive joint moment from 8 0 to 5 8 these findings suggest that a passive ankle joint moment plays an important role during standing and walking initiation even in view of the decrement of passive joint moment due to muscle fascicle shortening upon muscle contraction and b muscle fascicle shortening upon muscle contraction must be taken into account when estimating passive joint moment during movements,unknown,1611
10.1139/cjr47b-011,with the object of preparing an 80 20 amatol that could be poured instead of hand stemmed the eutectics of many binary and ternary systems of which ammonium nitrate was one component have been investigated it was previously known that ammonium nitrate and sodium nitrate had a eutectic at 120 8 c a temperature still too high for shell filling but this binary mixture was frequently used as a basis for the construction of ternary mixtures the nature of the third component was dictated by practical considerations and varied widely e g alkali nitrate nitrate of heavy metal nitrate of organic base and various organic substances none of these ternary mixtures was actually used as a shell filling with trinitrotoluene though the ammonium nitrate ethylenediamine dinitrate eutectic containing 50 ethylenediamine dinitrate and melting at 100 c comes near to satisfying all requirements this mixture is entirely non hygroscopic incidental to the work some interesting phenomena were observed e g the discovery that octadecylamine nitrate forms liquid crystals,unknown,1057
10.1177/1534734616677164,lipodermatosclerosis may develop clinical aspects that have striking analogies with van gogh s style of painting cypresses they may reveal specific physiopathological disorders and identify a homogeneous group of patients with chronic venous insufficiency,unknown,255
10.20473/fmi.v56i3.24536,the purpose of this study to describe patientscharacteristics correlation between stagingnon seminomacancer and chemotherapyresponse data on age location of tumor staging serum levels of the tumor marker post operative adjuvant therapy chemotherapy side effects and response of patient to chemotherapy were gained from medical records insoetomo hospital surabaya from january 2012 to december 2015 and analyzed with spss correlation between staging and chemotherapyresponse correlation primary tumor staging pt and metastasis m correlation regional lymph nodes staging n and metastasis m correlation serum tumor marker and chemotherapy response was proccessed by spearman correlation test there were no significant correlation between pt staging and m and no significant correlation between n and m staging based on tumor markers s mostly patients were s2 there were no significant correlation between the response to chemotherapy and serum tumor marker levels in category of staging group the mostare 14 patientsstage iii bep was the most adjuvant chemotherapy nausea and vomiting were the most complained during chemotherapy anemia were the most hematologic side effects of chemotherapy there are no significant correlation between the staging of non seminoma and the response to chemotherapy conclusion non seminoma mostly happened in young males non seminoma responses to chemotherapy patients in early stage would give a good response to chemotherapy compared to those with advanced stage after chemotherapy evaluation should be done to the patients complaints and complete blood count to detect side effects,unknown,1613
10.18487/npwtj.v5i1.24,diabetes is the most common endocrine disorder of carbohydrate metabolism if left untreated or improperly treated for many years diabetes leads to multiple organ complications one of the serious consequences of the disease is damage to the peripheral and autonomic nerves known as diabetic neuropathy the most advanced form of neuropathy leading to damage to the structures of the forefoot midfoot and hindfoot is the so called charcot foot or neuropathic osteoarthropathy irreversible damage to the structures of the foot affects between 0 1 and 7 5 of patients with diabetes the optimal care for that form of foot damage is still a subject to debate available methods of caring for charcot foot include invasive orthopedic treatment and conservative treatment the use of negative pressure woudn therapy may be an effective as well as transitional way of managing charcot foot,unknown,877
10.1042/bj1140611,1 modification with 2 4 6 trinitrobenzenesulphonic acid was studied for its effect on the structure activity and response to regulatory effectors of ox liver glutamate dehydrogenase 2 the modification affected amino groups only and the relative reactivities of the amino groups of the enzyme are described 3 a biphasic inactivation of the enzyme was observed and analysis of the course of inactivation and of modification showed that the rapid reaction of one amino group subunit leads to loss of 80 of the enzymic activity 4 nadh retarded the inactivation by 2 4 6 trinitrobenzenesulphonic acid the protection increasing with nadh concentration this together with the previous observation suggests that the rapidly reacting group is essential for the activity of the enzyme 5 the effects of modification on the optical rotatory dispersion and sedimentation behaviour of the enzyme were studied 6 the enzyme s response to the allosteric effector gtp was rapidly lost on modification whereas its response to adp was unaffected comparison of the inactivation and desensitization suggests that the reactive amino group is essential for both activity and gtp response and that only a completely unmodified enzyme oligomer responds fully to gtp 7 the merits of chemical modification studies of large enzymes are discussed critically in connexion with the interpretation of these results,unknown,1381
10.5006/0010-9312-18.6.205,abstracttantalum alloys containing up to about 50 percent titanium retain much of the superlative corrosion resistance of tantalum for some environments columbium may be substituted for a portion of the tantalum under more severe conditions titanium content below 30 percent appears advisable from the standpoint of both corrosion resistance and hydrogen embrittlement contacting or alloying the tantalum titanium materials with noble metals greatly decreases the latter type of attack tantalum titanium alloys cost less than tantalum because titanium is cheaper than tantalum and because the alloys are appreciably lower in density these alloys are amenable to hot and cold work and appear to have sufficient ductility to allow fabrication in general maximum ductility is obtained after heat treatment at 900 to 1000 c 6 3 13 6 3 15 3 7 2,unknown,839
10.1177/00144029211010162,we used data on the student teaching placements degrees teaching credentials and workforce outcomes of more than 1 300 graduates of special education teacher education programs in washington to provide a descriptive portrait of specific measures of special education teacher preparation and their relationships with workforce entry and early career retention although rates of workforce entry and retention for these special education candidates were high we documented considerably lower rates of entry into and retention in special education teaching positions for candidates who hold a dual endorsement in special education and another subject these patterns have potential implications for the state s new dual endorsement requirement and for dual licensure programs more broadly student teaching with a cooperating teacher who is endorsed in special education was also associated with a higher likelihood of becoming a special education teacher even when controlling for whether the placement was in a special or general education setting,unknown,1043
10.1136/bmjopen-2020-047395,backgroundcompetence is assessed throughout a doctor s career failure to identify and manage impaired competence can have critical consequences consistent conceptualisation and accurate measurement of this construct is imperative therefore the objective of this review was to identify and evaluate measures used to assess competence in doctors and medical students methodsa systematic search of the published literature was undertaken between december 2019 and february 2020 for articles reporting on the measurement of competence in doctors and or medical students searches were conducted in the psychsource us national library of medicine national institutes of health medline pubmed the cochrane central register of controlled trials and web of science electronic databases citation screening and forward citation tracking of included studies were carried out to identify any further relevant papers for inclusion one thousand one hundred and thirty six potentially relevant articles were screened an analytic synthesis approach was implemented to the identification organisation and interpretation of homogenous study and measure characteristics resultstwelve competence domains were identified from the 153 identified measures knowledge and procedural competence domains were the dominant focus of publications reporting current medical practice but less so in research based studies which more frequently assessed interpersonal psychological physiological and ethical competencies in the 105 included articles the reporting of measurement instrument quality was varied with comprehensive reporting only present in 53 6 of measures validation for some of the measures was particularly limited discussionwhile this review included a considerable number of publications reporting the measurement of competence in doctors and medical students the heterogeneity of the measures and variation of findings limit the ability to evaluate their validity and generalisability however this review presents a resource for researchers and medical educators which may inform operational practice and future research prospero registration numbercrd42020162156,unknown,2149
10.1007/s41811-021-00102-0,abstractmental imagery has a long history in the science and practice of cognitive behaviour therapy cbt stemming from both behavioural and cognitive traditions the past decade or so has seen a marked increase in both scientific and clinical interest in mental imagery from basic questions about the processes underpinning mental imagery and its roles in everyday healthy functioning to clinical questions about how dysfunctions in mental imagery can cause distress and impairment and how mental imagery can be used within cbt to effect therapeutic change this article reflects on the current state of mental imagery in the science and practice of cbt in the context of past developments and with a view to future challenges and opportunities an ongoing interplay between the various strands of imagery research and the many clinical innovations in this area is recommended in order to realise the full therapeutic potential of mental imagery in cbt,unknown,949
10.3390/mi12050489,this paper presents a dual band four element multiple input multiple output mimo array for the fifth generation 5g mobile communication the proposed antenna is composed of an open loop ring resonator feeding element and a t shaped radiating element the utilization of the open loop ring resonator not only reduces the size of the antenna element but also provides positive cross coupling the dimension of a single antenna element is 14 9 mm 7 mm 0 27λ 0 13λ where λ is the wavelength of 5 5 ghz the mimo antenna exhibits a dual band feature from 3 3 to 3 84 ghz and 4 61 to 5 91 ghz which can cover 5g new radio n78 3 3 3 8 ghz 5g china band n79 4 8 5 ghz and ieee 802 11 ac 5 15 5 35 ghz 5 725 5 85 ghz the measured total efficiency and isolation are better than 70 and 15 db respectively the calculated envelope correlation coefficient ecc is less than 0 02 the measured results are in good agreement with the simulated results,unknown,929
