doi,title,abstract,class
10.1017/s0007485300007197,The abundance and inter-specific relations of common ant species (Hymenoptera: Formicidae) on cocoa farms in western Nigeria,abstractfollowing a demonstration of the role of ants in the dissemination of phytophthora pod rot and an intensive study of the ant mosaic on cocoa at the cocoa research institute of nigeria there was a need for a wide scale assessment of the relative importance of different species of ant on cocoa farms in the major growing area of western nigeria between 19 january and 6 february 1976 50 trees were examined on each of 76 cocoa farms and all ant species visible from the ground were recorded sixteen species or species groups of ants occurred on more than 1 of the trees and their geographical distribution habitat requirements and inter specific relations were examined the last of these were elucidated using principal components analysis and the results are compared with earlier work on the ant mosiac any one cocoa farm only rarely provided a suitable habitat for more than one or two of the dominant species and a diagram summarising the habitats is given the potential usefulness of ant population manipulation is thought to be restricted in nigeria by the undesirable effects of co dominant and associated species found with the dominant species oecophylla longinoda latr and tetramorium aculeatum mayr which are regarded as beneficial in ghana the most important of the undesirable co dominants is pheidole megacephala f,unknown
10.1115/icmm2003-1012,Nanochannel Biomolecular Transport,intermolecular forces in liquids van der waals electrostatic steric range over a distance of about 1 100 nm therefore when liquids are confined in regions less than 100 nm their behavior can be different and manipulated in unique ways such situations occur in nanoscale channels as well as in dense collection of biomolecules such as dna and proteins which range in size of 1 10 nm understanding fundamental transport properties of liquids under nanoscale confinement can have significant impact in biotechnology,unknown
10.2478/v10037-008-0034-y,Basic Properties and Concept of Selected Subsequence of Zero Based Finite Sequences,basic properties and concept of selected subsequence of zero based finite sequences here we develop the theory of zero based finite sequences which are sometimes more useful in applications than normal one based finite sequences the fundamental function sgm is introduced as well as in case of normal finite sequences and other notions are also introduced however many theorems are a modification of old theorems of normal finite sequences they are basically important and are necessary for applications a new concept of selected subsequence is introduced this concept came from the individual ergodic theorem see 7 and it is the preparation for its proof,unknown
10.7577/nbf.492,Knowledge Development through Hybrid Leadership Practices,abstract this article considers the formal teacher leaders practices of leading knowledge development at the department level in early childhood education and care to better understand these practices we have utilised the hybrid leadership theory along with qualitative shadowing and stimulated recall interviews our analyses demonstrate that these teacher leaders encourage knowledge development by functioning as hybrid leaders in their communities of practice while our findings show that there are four leadership approaches to knowledge development that emerge from everyday work providing professional guidance acting as a role model in work performance putting practices into words and supporting desired teaching practices moreover our study reveals that the leading of knowledge development is dependent on teacher leaders practical knowledge and their influence in their communities of practice we therefore posit that the provision of knowledge development through and within the relationships that comprise communities of practice is crucial developing ecec as learning organisations,unknown
10.3390/ijerph17176225,"Comparing the Trail Users with Trail Non-Users on Physical Activity, Sleep, Mood and Well-Being Index",background the current study sought to understand whether trail users reported better wellness and health status compared to the non users and to recognize the associated factors methods eight trails from different locations and settings within indiana were selected to sample trail users for the study additionally areas surrounding these eight trails were included in the study as sample locations for trail non users trail users and non users were intercepted and asked to participate in a survey including demographics socioeconomic status physical activity mood smoking nutrition and quality of sleep information was collected and compared between the trail users and the non users association of self rated health age sex race marital status employment income education smoking nutrition sleep and mood with trail use was evaluated by multivariable linear regression model results the final sample size included 1299 trail users and 228 non users environmental factors access to nature and scenery were important incentives for 97 and 95 of trail users respectively age sex mood and sleep quality were significantly associated with using the trail mean sd self rated wellness and health out of 10 was 7 6 1 4 in trail users and 6 5 1 9 in non users p lt 0 0001 importantly trail users were significantly more physically active outside of the trail compared to the non users 207 vs 189 min week respectively p 0 01 and had better sleep qualities and mood scores using the trails was significantly associated with higher self rated wellness and health score the longer the use of trails the higher the self rated wellness and health index β 0 016 p 0 03 conclusion compared to not using the trails trail use was significantly associated with more physical activity better sleep quality and higher self rated wellness and health,unknown
10.1101/2020.10.20.346940,Thermosensitivity of the voltage-dependent activation of calcium homeostasis modulator 1 (calhm1) ion channel,abstractcalcium homeostasis modulator 1 calhm1 proteins form an outwardly rectifying nonselective ion channel having exceedingly slow kinetics and low sensitivity to voltage that is shifted by lowering extracellular ca2 ca2 e here we found that physiological temperature dramatically facilitates the voltage dependent activation of the calhm1 current icalhm1 increased amplitude q10 7 15 and fastened speed of activation also the leftward shift of the half activation voltage v1 2 was similary observed in the normal and lower ca2 e since calhm1 is highly expressed in the brain and taste cells the thermosensitivity should be considered in their electrophysiology,unknown
10.47096/rdpc.v1i1.91,O que são accountability e mecanismos de controle social?,what are accountability ans social control mechanisms resumo para melhor compreendermos o que são accountability e mecanismos de controle social uma breve contextualização sobre a democracia liberal representativa e governança se faz necessária passando pelos pontos de vista da ciência política da ciência da administração pública e por fim do direito com ênfase em direito administrativo e direito e desenvolvimento na expressão mecanismos de controle social são considerados os instrumentos as ferramentas e os recursos que compõe a engrenagem relacional da accountability são duas formas de olhar para o mesmo fenômeno apenas que na primeira ele é visto como um regime relacional político jurídico e na segunda como um conjunto de ferramentas e recursos que unidos por uma engenharia ou arquitetura formam um regime institucionalizado de controle por tais razões a afirmação de mulgan 2000 de que a accountability é um meio de controle entendido em seu sentido amplo de outro lado porém accountability pode ser por vezes mais do que um mecanismo de controle mas o próprio controle palavras chave accountability controle social conceitos definições abstract in order to better understand what accountability and social control mechanisms are a brief contextualization of representative liberal democracy and governance is necessary from the points of view of political science public administration science and finally law with emphasis on administrative law and law and development in the expression social control mechanisms are considered the instruments tools and resources that make up the relational gear of accountability they are two ways of looking at the same phenomenon only that in the first it is seen as a political legal relational regime and in the second as a set of tools and resources which united by engineering or architecture form an institutionalized regime of control for these reasons mulgan s 2000 statement that accountability is a means of control understood in its broad sense and on the other hand however accountability may sometimes be more than a control mechanism but control itself keywords accountability social control concepts definitions data da submissão 16 01 2020 data da aprovação 14 04 2020,unknown
10.22441/ihasj.2019.v2i3.02,"Local Wisdom in Designing Interior Design, Review of Cultural Arts and Design Style",local wisdom is a system of values and norms that are arranged practiced understood and applied to local communities based on the understanding and their experience in interacting with the environment in the development of interior design local wisdom it can also be very instrumental in the design of interior design can collaborate on styles of interior design can be realized it will be very interesting interior design as well as safe comfortable and harmonious based on the above then the exposure in this study the author wanted to examine the application of the local wisdom in designing interior design that is associated with the development of the design the methods used in this study is a qualitative descriptive method approach to interior design pragmatically topologies and have that is an important element in the design the concept of paul laseau how to review the achievement of the concept of local wisdom applied in the process of designing the interior design special purpose to be achieved in this research is publication research and development results through on higher education journal of national and international journals expected in this research study is to apply the concept of local wisdom on designing the interior design which is applied to the shaper of space,unknown
10.1115/detc2015-47591,Development of a Part-Focused Manufacturing Process Ontology: Exploring Use and Applications,numerous ontologies have been introduced to represent and activate engineering knowledge across the development process however many of the ontologies in the manufacturing domain provide limited usability for individuals with limited knowledge of manufacturing processes available within the domain similarly web based e sourcing portals lack the ability to adequately pair components whose developers have limited knowledge of manufacturing processes with manufacturers who are able to produce their product motivated by these current gaps an ontology is proposed which is designed to enable both users with a limited knowledge and those with a preexisting knowledge of manufacturing to identify potential processes the part focused manufacturing process ontology pmpo is designed around the concept that manufacturing processes can be selected based upon desired features and attributes of a component product this differs from past ontologies that model the manufacturing process domain on the characteristics of the resources utilized during the process further the ontology is populated with some manufacturer data and its functionality demonstrated using various example situations,unknown
10.1093/med/9780190259419.003.0036,Sleep Disorders,sleep disorders are rarely a reason for hospital admission but they may become an issue during hospitalization for other reasons also many hospitals routinely screen patients for risk of sleep apnea especially if anesthesia is contemplated this chapter discusses some of the most important sleep disorders encountered in hospital practice,unknown
10.4314/joafss.v13i1.12,Effects of different processing methods on some macro-minerals in West African soft unripened cheese,this study was conducted to evaluate the effects of different processing methods on some macro minerals in west african soft unripened cheese milk was processed by blending with high speed mixer for five 5 minutes followed by pasteurization of the blended milk blended pasteurized milk bpm milk was also fortified with 6 skimmed milk powder 31 50g skimmed milk in 500ml milk followed by the pasteurization of fortified milk fortified pasteurized milk fpm raw milk served as the control fresh cheese was coagulated from 500ml milk using 3 75 ml 0 75 v v calotropis procera medium sized 8 x 15 cm leaf extract as milk coagulant each treatment was replicated four 4 times range 0 16 0 24 ca was obtained the ca content of fortified pasteurized milk cheese for the cheeses produced was similar to the control fortified pasteurized milk cheese contained significantly higher na and cl than raw milk cheese however na and cl values obtained for fpm cheese and bpm cheese were similar being 0 08 and 0 05 0 06 and 0 04 na and cl respectively milk processing method had little p gt 0 05 effect on the k and mg content of cheese it was concluded that raw milk should be used in producing west african soft unripened cheese because milk fortification with blended milk and blending with pasteurization of milk significantly increased the na content of cheese and this may pose some health risks keywords blended pasteurized milk fortified pasteurized milk raw milk cheese health risks,unknown
10.3390/cryst11030224,Molecular Mechanism Study on Stereo-Selectivity of α or β Hydroxysteroid Dehydrogenases,hydroxysteroid dehydrogenases hsdhs are from two superfamilies of short chain dehydrogenase sdr and aldo keto reductase akr the hsdhs were summarized and classified according to their structural and functional differences a typical pair of enzymes 7α hydroxysteroid dehydrogenase 7α hsdh and 7β hydroxysteroid dehydrogenase 7β hsdh have been reported before molecular docking of 7 keto lithocholic acid 7 kla to the binary of 7β hsdh and nicotinamide adenine dinucleotide phosphate nadp was realized via yasara and a possible binding model of 7β hsdh and 7 kla was obtained the α side of 7 kla towards nadp in 7β hsdh while the β side of 7 kla towards nicotinamide adenine dinucleotide nad in 7α hsdh made the orientations of c7 oh different in products the interaction between ser193 and pyrophosphate of nad p ser193 og 3 11å o1n pn caused the upturning of pn phosphate group which formed a barrier with the side chain of his95 to make 7 kla only able to bind to 7β hsdh with α side towards nicotinamide of nadp a possible interaction of tyr253 and c24 of 7 kla may contribute to the formation of substrate binding orientation in 7β hsdh the results of sequence alignment showed the conservation of his95 ser193 and tyr253 in 7β hsdhs exhibiting a significant difference to 7α hsdhs the molecular docking of other two enzymes 17β hsdh from the sdr superfamily and 3 17 α hsdh from the akr superfamily has furtherly verified that the stereospecificity of hsdhs was related to the substrate binding orientation,unknown
10.4018/978-1-60566-713-3.ch016,Telecentres,information communications technologies icts are one of the major areas of research and investment in developing countries because they seem to serve the cause of democratisation and empowering citizens by extending the public sphere icts and especially internet are regarded as the new public sphere for they seem to lie outside the market and the state nurtured by civil society serving the cause of good governance and democratisation and empowering grassroots initiatives giving them access to critical information organising political actions influencing public opinion and policy making this chapter examines the publicness of the telecentres in the framework of public sphere as defined by habermas the chapter uses telecentres as representative of technology mediated public space created by icts and internet and examines two approaches to the telecentre movement analysing whether telecentres can meet the requirements of the rational critical discussions and if and what factors influence the extension of the public sphere the chapter concludes that while the telecentres create opportunities to improve communication and reconnect citizens to the state offering greater access to information and support for group based discussion they are likely to support only incremental modifications to the democratic system because the current use of information communication technologies icts concentrates primarily on information provision and not linkages that improve the quality of democratic discourse,unknown
10.1155/2014/296958,Prevalence and Seroincidence of Hepatitis B and Hepatitis C Infection in High Risk People Who Inject Drugs in China and Thailand,we determined the prevalence and incidence of hbv and hcv infection in people who inject drugs pwids at high risk for hiv in china and thailand and determined the association of hbv and hcv incidence with urine opiate test results and with short term versus long term buprenorphine naloxone b n treatment use in a randomized clinical trial hptn 058 13 8 of 1049 pwids in china and 13 9 of 201 pwids in thailand were hbsag positive at baseline among hbsag negative participants the hbsag incidence rate was 2 7 100 person years in china and 0 100 person years in thailand 81 9 of 1049 pwids in china and 59 7 of 201 in thailand were hcv antibody positive at baseline the hcv confirmed seroincidence rate among hcv antibody negative pwids was 22 100 person years in china and 4 6 100 person years in thailand incident hbsag was not significantly different in the short term versus long term b n arm in china or thailand participants with positive opiate results in at least 75 of their urines during the time period were at increased risk of incident hbsag hr 5 22 95 ci 1 08 to 25 22 mml math xmlns mml http www w3 org 1998 math mathml id m1 p 0 04 in china but not incident hcv conversion in china or thailand,unknown
10.4028/www.scientific.net/kem.407-408.376,Figuring of Elliptical Neutron Focusing Mirror Using Numerically Controlled Local Wet Etching,numerically controlled local wet etching is a novel figuring method for fabricating the ultraprecision optical components and or finishing the functional materials in this method localized wet etching area is formed by applying the combination nozzle which consists of a supply part and a suction part of an etchant and the removal volume at any point on the workpiece surface is determined by the dwelling time of the nozzle in this paper we proposed the two step figuring process which consists of a rough figuring process by applying a one dimensional numerically controlled scanning using a large rectangular nozzle and a finishing process by applying two dimensional numerically controlled scanning using a small circular nozzle for figuring the plano aspherical mirror by applying the two step figuring process we fabricated the plano elliptical neutron focusing mirror with the figure accuracy of less than 0 5 µm and succeeded in achieving the focusing gain of 6,unknown
10.1152/physrev.2000.80.4.1411,Dynamics and Consequences of Potassium Shifts in Skeletal Muscle and Heart During Exercise,since it became clear that k shifts with exercise are extensive and can cause more than a doubling of the extracellular k k s as reviewed here it has been suggested that these shifts may cause fatigue through the effect on muscle excitability and action potentials ap the cause of the k shifts is a transient or long lasting mismatch between outward repolarizing k currents and k influx carried by the na k pump several factors modify the effect of raised k sduring exercise on membrane potential em and force production 1 membrane conductance to k is variable and controlled by various k channels low relative k conductance will reduce the contribution of k sto the em in addition high cl conductance may stabilize the emduring brief periods of large k shifts 2 the na k pump contributes with a hyperpolarizing current 3 cell swelling accompanies muscle contractions especially in fast twitch muscle although little in the heart this will contribute considerably to the lowering of intracellular k k c and will attenuate the exercise induced rise of intracellular na na c 4 the rise of na cis sufficient to activate the na k pump to completely compensate increased k release in the heart yet not in skeletal muscle in skeletal muscle there is strong evidence for control of pump activity not only through hormones but through a hitherto unidentified mechanism 5 ionic shifts within the skeletal muscle t tubules and in the heart in extracellular clefts may markedly affect excitation contraction coupling 6 age and state of training together with nutritional state modify muscle k content and the abundance of na k pumps we conclude that despite modifying factors coming into play during muscle activity the k shifts with high intensity exercise may contribute substantially to fatigue in skeletal muscle whereas in the heart except during ischemia the k balance is controlled much more effectively,unknown
10.1177/104345428900600404,Sexuality in Children and Adolescents With Cancer: Pediatric Oncology Nurses' Attitudes and Behaviors,it is esssential that health professionals openly discuss how cancer may affect the developing sexuality of childhood cancer patients this study was conducted to explore nurses attitudes and behaviors regarding sexuality in cancer patients results are reported for a subset of a larger study n 937 from subjects who indicated that their practice included children and or adolescents n 156 the williams wilson sexuality survey was used to measure attitudes towards sexuality in cancer patients behavior in nursing care related to the sexuality of a cancer patient and attitudes towards sexuality in the child and or adolescent with cancer the majority of subjects agreed that sexuality should be a routine component of nursing care yet less than half had actually discussed an alter ation in sexuality with an adolescent patient more than one third said they were not comfortable in initiating such discussions however they were comfortable in discussing sexuality concerns when these discussions were initiated by the patient and or family,unknown
10.7498/aps.63.138801,A simple model for probabilistic interval forecasts of wind power chaotic time series,integration of wind power into grids requires accurate forecasting however traditional wind power point forecast errors are unavoidable and they cannot be eliminated due to the highly volatile and uncertain in the chaotic time series of wind power unlike point prediction which conveys no information about the prediction accuracy probabilistic interval forecasts can provide a range within which the target will lie with a certain probability for estimating the potential impacts and risks facing the system operation most existing prediction interval pi construction methods are often placed after a deterministic forecasting model with or without prior assumptions this paper propose a novel lower upper bound estimation approach using extreme learning machine to directly construct pis for wind power series based on the analysis of the interval forecasting error information in training dataset a new problem formulation is developed in this method to get better pis in addition in order to obtain the global optimal solution of the above model a quantum bacterial foraging optimization algorithm is proposed by introducing the theory of quantum mechanics into bacteria foraging behavior the testing results from two real wind farms with different confidence probability and optimization criterion demonstrate the excellent quality of pis in terms of both reliability and sharpness which provide a support for the steady operation of power system with wind power integration,unknown
10.1128/iai.41.2.872-875.1983,Production of monoclonal antibody against a glucosyltransferase of Streptococcus mutans 6715,a mouse hybrid cell line secreted monoclonal antibody which reacted specifically with streptococcus mutans 6715 serotype g glucosyltransferase gtase synthesizing water insoluble glucan and inhibited with enzyme reaction the antibody was cross reactive with gtase of serotype d but not with gtase of other serotypes of s mutans when an enzyme linked immunosorbent assay was used,unknown
10.4103/ejd.ejd_271_17,Incidence of periodontal compromise in teeth indicated for undergoing endodontic treatment: A clinical study,abstract objective the aim of this study was to evaluate the periodontal status of teeth indicated for undergoing endodontic treatment materials and methods two hundred and nine teeth were evaluated using probing depth tests at three vestibular and three palatine lingual sites before the patients underwent treatment teeth that presented up to 3 mm probing depth were considered as healthy those that presented at least one site with probing depth gt 3 mm were considered periodontally compromised the data were statistically analyzed by means of applying the chi square test with a level of significance of 5 results of the total of 209 teeth evaluated 40 19 10 presented periodontal compromise there was statistically significant difference related to the compromised teeth of patients of the female gender 22 80 compared with teeth of patients of the male gender 12 30 p lt 0 05 conclusions fewer than 20 of the teeth evaluated presented a periodontal compromise patients of the female gender presented a higher number of periodontally compromised teeth than patients of the male gender,unknown
10.1017/jns.2014.23,Protein quality of insects as potential ingredients for dog and cat foods,abstractinsects have been proposed as a high quality efficient and sustainable dietary protein source the present study evaluated the protein quality of a selection of insect species insect substrates were housefly pupae adult house cricket yellow mealworm larvae lesser mealworm larvae morio worm larvae black soldier fly larvae and pupae six spot roach death s head cockroach and argentinean cockroach reference substrates were poultry meat meal fish meal and soyabean meal substrates were analysed for dm n crude fat ash and amino acid aa contents and for in vitro digestibility of organic matter om and n the nutrient composition aa scores as well as in vitro om and n digestibility varied considerably between insect substrates for the aa score the first limiting aa for most substrates was the combined requirement for met and cys the pupae of the housefly and black soldier fly were high in protein and had high aa scores but were less digestible than other insect substrates the protein content and aa score of house crickets were high and similar to that of fish meal however in vitro n digestibility was higher the cockroaches were relatively high in protein but the indispensable aa contents aa scores and the in vitro digestibility values were relatively low in addition to the indices of protein quality other aspects such as efficiency of conversion of organic side streams feasibility of mass production product safety and pet owner perception are important for future dog and cat food application of insects as alternative protein source,unknown
10.1163/15685390260135952,To persuade or be persuaded: which sex controls mating in a plethodontid salamander?,abstractin the dynamic process of courtship males often must perform behaviour patterns that function to persuade females that are initially unresponsive to mate but to what extent is the outcome of a sexual encounter determined by a male s persuasiveness versus a female s responsiveness we addressed this question in three laboratory experiments using a plethodontid salamander desmognathus ocoee for which persuasion by males appears to be obligatory we found considerable variation in mating success among individuals of both sexes indicating variation in both male persuasiveness and female responsiveness experiment 1 in addition males of high persuasiveness mated more often than males of lower persuasiveness regardless of the levels of responsiveness of the females that they encountered experiment 2 finally we found that males of high persuasiveness performed certain sexual behaviour patterns more frequently and more rapidly than males of lower persuasiveness experiment 3 our results suggest that male d ocoee of high persuasiveness can mate successfully even with unresponsive females which may be especially choosy about which males they accept thus those male behaviour patterns that increase female motivation to mate likely are targets of sexual selection by female choice whether females that mate with persuasive males enjoy increased fitness awaits further study,unknown
10.1055/a-1710-3669,Stage-Oriented CT Classification and Intermodal Evolution Model in Hepatic Alveolar Echinococcosis,abstractalveolar echinococcosis ae is one of the most dangerous human parasitoses the main site of disease manifestation is the liver about 98 the echinococcus multilocularis ulm classification for computed tomography emuc ct presented in 2016 was the first compilation of ct morphological criteria of hepatic ae studies based on emuc ct made it possible to draw conclusions about the development of the lesions in the course of disease beyond purely diagnostic typing among the most important findings of these precursor studies was that emuc ct type iv presented as an initial lesion whereas emuc ct type iii lesions were mostly associated with an advanced disease constellation an intermodal view of image morphological criteria provides further multi layered indications for lesion evolution with the alveolar echinococcosis ulm classification aeuc a revision of the previous emuc ct was carried out with stage oriented reorganization of the primary morphologies furthermore an intermodal classification scheme for the evolution of hepatic ae lesions based on aeuc mri kodama classification and aspects of ultrasound could be outlined the first stage oriented ct classification of hepatic ae aeuc is based with respect to its lesion characterization on the separate consideration of two classification pillars the five primary morphologies aeuc i v aeuc ii iv with subcriteria and the five patterns of calcification in addition an intermodal classification scheme presents five stages of lesion evolution initial stage progressive stage advanced stage transitional stage and regressive stage the imaging modalities differ with respect to their visualization of lesion criteria this underlines the need for unimodal classification systems staging of an ae lesion can be done more accurately by evaluating different modalities,unknown
10.4028/www.scientific.net/amr.11-12.391,Hydrogenation of Neoprene Latex with Diimide,hydrogenation of neoprene cr latex was carried out by utilization of diimide with boric acid as a catalyst various hydrogenation conditions were studied and the hydrogenation degree could reach 48 1 the most effective ratio of hydrogen peroxide hydrazine hydrate was 0 8 the hydrogenation degree increased with increasing the temperature the amount of boric acid and hydrazine hydrate however it decreased as prolonging the reaction time the gel content was also investigated microstructure of hydrogenated neoprene hcr was characterized by ir and 1hnmr,unknown
10.1093/imamat/hxac007,Existence of localized radial patterns in a model for dryland vegetation,abstract localized radial patterns have been observed in the vegetation of semi arid ecosystems often as localized patches of vegetation or in the form of fairy circles we consider stationary localized radial solutions to a reduced model for dryland vegetation on flat terrain by considering certain prototypical pattern forming systems we prove the existence of three classes of localized radial patterns bifurcating from a turing instability we also present evidence for the existence of localized gap solutions close to a homogeneous instability additionally we numerically solve the vegetation model and use continuation methods to study the bifurcation structure and radial stability of localized radial spots and gaps we conclude by investigating the effect of varying certain parameter values on the existence and stability of these localized radial patterns,unknown
10.1158/1538-7755.disp20-po-239,Abstract PO-239: Improving family cancer history collection among African American families: A mixed-methods assessment of qualities of a family health history collection tool,abstract importance family cancer history fch is a critical cancer risk factor gathering this information using a fch collection tool is considered the front line method for assessing cancer risk high quality fch collection tools are essential to recording health information and allowing providers to tailor prevention and early detection unfortunately most fch tools do not consider end users perspectives resulting in fewer than 3 of the population having ever used a tool to record health information african american aa families are among the least likely to use a fch tool to complete health history objective to evaluate aa perceptions of fch tools using the diffusion of innovations doi constructs and assess whether these tool characteristics influence subjective belief about how well they completed the tool or objective percent of tool complete fch completeness methods 52 aa individuals used a publically available fch collection tool itrunsinmyfamily to complete their family history of cancer individuals answered survey questions 10 point scale and were interviewed about their experience using the tool based on the doi innovation constructs basic descriptive and bivariate analyses were conducted for the quantitative results using sas 9 4 and qualitative results were analyzed using maxqda results we found overall positive experiences for individuals who used the fch tools means complexity 8 8 compatibility 8 8 observability 7 9 trialability 8 9 and relative advantages 8 0 lower levels of perceived complexity of the tool was associated with higher levels of subjective fch completeness b 0 06 p 0 004 there were no associations between doi tool characteristics and objective fch completeness qualitative findings suggested that interviewees felt the tool was easy to understand and use however the tool did not account for unique family dynamics e g step siblings or extended kin beyond three generations many reported using the networking feature of the tool to invite their family members to complete relevant information but few reported that their family members ever engaged with the tool conclusion and relevance aa individuals who were part of this study had positive perceptions about fch tool characteristics of the doi constructs assessed only complexity was associated with how well individuals perceived they completed their fch not how well they actually completed their fch reducing tool complexity could help improve overall impressions of the tool and self efficacy about ability to complete fch improving the networking capabilities of the tool and providing education to family members who are invited to contribute health information may improve engagement of family members in completing relevant aspects of the fch tools and improve completeness of fch better tailoring of tools for aa families could reduce known disparities in fch tool use and enhance opportunities for risk stratified screening and early cancer detection among aas citation format caitlin g allen cam escoffery weihua an gene brody clarissa hood colleen m mcbride improving family cancer history collection among african american families a mixed methods assessment of qualities of a family health history collection tool abstract in proceedings of the aacr virtual conference thirteenth aacr conference on the science of cancer health disparities in racial ethnic minorities and the medically underserved 2020 oct 2 4 philadelphia pa aacr cancer epidemiol biomarkers prev 2020 29 12 suppl abstract nr po 239,unknown
10.1177/004728168301300104,A Primer on Tables and Figures,tables and figures arc an integral part of the medium of communication of science and technology an analysis of tables and figures relying heavily on euclidean terms point line and plane explains something of their power their ability to display with clarity large amounts of data complex data relationships and intricate three dimensional configurations analysis also clarifies the mutual dependence of tables and figures and their accompanying texts additionally analysis makes clear the semantic gap between tables and graphs on the one hand and illustrations on the other all are equally vital strategies in scientific and technical discourse however tables and graphs are paralinguistic extensions of scientific and technical dialects illustrations on the other hand are a nonlinguistic supplement to these dialects finally analysis provides clues for the teaching of proper graphic choice good graphic grammar and the appropriate contextualization of graphs,unknown
10.28983/asj.y2020i6pp34-37,INFLUENCEOF GROWTH STIMULANTS AND MICROFERTILIZERS ON THE PRODUCTIVITY OF CRAMBE ABYSSINICA H.,the article presents the results of studies evaluating the influence of growth stimulants and micronutrient fertilizers on the productivity and sowing qualities of crambe abyssinica growth regulators albit 40 ml t gumat k na 0 15 l t and microelement fertilizers ecofus 0 5 l t and omex 2 l t were studied studies have shown that the most effective options are with seed treatment with the growth regulator albit and the combined use of albit omex here the greatest positive effect was obtained on the indicator of field germination of krambe 89 6 and on the safety of plants for harvesting 96 8 respectively it was revealed that the variant with the use of albit gumat k na omex and albit omex most effectively increased the seed yield of crambe the seed productivity here was 2 92 2 93 and 2 96 t ha respectively these options stimulated germination energy by 1 8 4 7 and laboratory germination by 3 8 9 1 relative to the control the krambe oil content in the experimental variants was 36 14 39 76 in the control 36 04 the highest oil content of seeds was noted on the variant with albit 39 76 the use of albit in combination with ecofus and omex contributes to the accumulation of oil in seeds up to 38 55 and 38 68 respectively the weight of 1000 seeds of crambe varied in the range of 8 16 8 38 g in the variants with the use of drugs and 8 13 g in the variant without treatment the germination energy and laboratory germination rate of crambe abyssinica varied between 52 7 79 8 and 69 5 86 5 depending on the use of the preparations,unknown
10.1017/s1539299600018311,Pulsation Modes of Spherical Stellar Systems,kuhn amp miller 1989 km hereafter proposed that a small stellar system in orbit around a large galaxy could be heated through resonant coupling between the orbital motion and internal modes of oscillation of the satellite they further argued that the apparently large mass to light m l ratios of dwarf spheroidal dsph galaxies around the milky way e g armandroff olszewski amp pryor 1995 could be illusory because the satellites are far from virial equilibrium as a consequence of such resonant heating we note that if the true m ls are small some dsphs have much more kinetic energy than is required to unbind them a resonant pumping mechanism which adds a modest amount of energy each cycle could not achieve this pryor 1996,unknown
10.36311/2237-7743.2012.v1n3.p388-423,Los condicionantes domésticos en los diseños de política exterior: la internacionalización de capitales brasileños  como nuevo objetivo de la política exterior  de Brasil / The domestic determinants of foreign policy designs,um aspecto novo do modelo de desenvolvimento do brasil na primeira década do século xxi e sua inserção na economia internacional tem sido a internacionalização do capital através da expansão de um conjunto de empresas brasileiras neste sentido este artigo propõe se analisar o impacto que teve este fenômeno à política externa de brasil sob o governo do presidente lula 2003 2010 e o surgimento do que identificamos como um novo determinante para sua concepção e execução a hipótese de trabalho é que o processo de internacionalização da capital do brasil transforma se em um novo objetivo da política externa do governo lula desde uma qualitativa metodologia que combina fontes de informações primárias e secundárias o artigo tenta contribuir para a análise da inserção internacional de uma potência emergente como o brasil em plena mutação da ordem internacional the domestic determinants of foreign policy designs the internationalization of brazilian capital as a new target of brazil s foreign policyabstract a new aspect of the development model of brazil in the first decade of the 21st century and is its insertion into the international economy has been the internationalization of capital through the expansion of a set of brazilian corporations in this sense this article proposes to analyze the impact that had this phenomenon of brazil foreign policy under the government of president lula 2003 2010 and the emergence what we have identified as a new determinant for its design and execution this working hypothesis is that the process of internationalization of brazilian capital was transformed into a new objective of the foreign policy of the lula administration from a qualitative methodology and combine primary and secondary information sources the paper attempts to contribute to the analysis of the international insertion of an emerging power as brazil in full mutation of the international order,unknown
10.3389/feduc.2021.748590,Assessing University and Programme Experiences: Towards an Integrated Asia Pacific Approach,effective assessment of university experiences is critical for quality assurance enhancement but fragmented across the pacific asian universities a shared conceptual and measurement foundation for understanding student experiences is a necessary first step for inter institutional communication across the region the current study is a first step toward such a foundation uniting two of the most internationally and locally prominent instruments chinese college student survey university engagement mainland china and student learning experience questionnaire programme engagement hong kong the survey was completed by students from one research intensive hong kong university n 539 random split half cfa latent reliability pair wise correlations anova gender and manova faculty were conducted factor structure good cfa fit for the test retest and scale reliability 0 07 amp gt raykov s rho suggested a robust short 63 items survey resulted intra inter survey relationships were consistent with the existing student engagement and student approaches to learning theory anova indicated small differences for gender for a few latent constructs but manova revealed substantial differences across the 10 faculties this study resulted in a robust pacific asian intra inter institutional student experience instrument which brings together two equally important perspectives on the student experience this comprehensive student engagement instrument stands ready for cross national and longitudinal tests the new instrument s benefits extend to theoretical connections to student experience assessment in the united states australia and the united kingdom enabling international connections to be made,unknown
10.2217/fmb.09.40,Molecular targets for antiviral therapy of cytomegalovirus infections,human cytomegalovirus infections are still associated with severe morbidity and mortality in immunocompromised individuals despite the availability of five drugs that are currently licensed for antiviral therapy furthermore human cytomegalovirus is the most frequent cause of congenital infections for which antiviral treatment options are very limited thus the need for a potent safe and well tolerated antiviral drug remains this review focuses on target molecules that are implicated in the development of innovative anticytomegaloviral approaches such as viral immediate early and dna replication proteins as well as regulatory protein kinases special emphasis is given to promising host factors in particular the receptor tyrosine kinase pdgf and cyclin dependent protein kinases since a combined targeting of viral and cellular factors that are critical for viral replication may alleviate the emergence of drug resistant virus variants,unknown
